timestamp;CH4;CO;O3;Gaz Fluorés;Particules;N2O;CFH
2025-11-05T15:44:18.941Z;14.85;10.78;30.53;24.35;31.1;28.73;7.5
2025-11-05T18:44:18.941Z;22.05;19.38;49.67;47.29;3.47;41.69;23.51
2025-11-05T21:44:18.941Z;16.01;4.21;11.63;35.51;8.04;35.23;22.99
2025-11-06T00:44:18.941Z;21.96;43.23;18.53;22.77;0.75;8.0;40.03
2025-11-06T03:44:18.941Z;23.37;44.04;47.13;33.91;23.31;3.99;9.1
2025-11-06T06:44:18.941Z;10.94;44.18;36.42;25.06;17.51;27.4;7.48
2025-11-06T09:44:18.941Z;18.3;18.79;1.59;29.28;24.0;16.0;10.99
2025-11-06T12:44:18.941Z;11.33;14.36;1.06;24.07;8.22;37.15;26.29
2025-11-06T15:44:18.941Z;20.56;36.91;34.28;8.54;48.65;4.49;39.29
2025-11-06T18:44:18.941Z;16.33;10.63;42.15;37.51;13.56;39.0;31.76
2025-11-06T21:44:18.941Z;16.11;7.45;27.76;36.28;16.87;37.33;49.43
2025-11-07T00:44:18.941Z;21.3;15.58;20.49;33.02;31.57;15.33;7.81
2025-11-07T03:44:18.941Z;18.56;44.91;28.76;39.24;28.31;19.89;9.3
2025-11-07T06:44:18.941Z;21.38;12.93;42.63;23.06;21.54;32.67;12.71
2025-11-07T09:44:18.941Z;24.79;12.79;15.44;16.15;39.88;32.88;28.17
2025-11-07T12:44:18.941Z;11.61;42.78;47.08;40.59;34.39;41.07;19.51
2025-11-07T15:44:18.941Z;22.87;18.52;14.54;39.71;19.94;23.04;18.78
2025-11-07T18:44:18.941Z;18.29;47.61;8.47;46.42;1.58;3.24;48.74
2025-11-07T21:44:18.941Z;13.24;2.61;26.97;10.3;6.22;31.48;17.37
2025-11-08T00:44:18.941Z;13.8;12.06;28.07;22.47;32.53;31.63;42.11
2025-11-08T03:44:18.941Z;17.59;27.83;15.07;2.22;19.83;7.93;15.03
2025-11-08T06:44:18.941Z;14.76;30.48;39.91;30.03;5.11;0.19;45.34
2025-11-08T09:44:18.941Z;19.46;23.23;22.92;32.76;49.11;4.87;23.91
2025-11-08T12:44:18.941Z;22.26;42.3;43.01;14.4;4.4;10.88;49.05
2025-11-08T15:44:18.941Z;18.96;27.76;48.67;22.36;22.17;37.6;17.98
2025-11-08T18:44:18.941Z;14.68;44.29;32.33;3.46;22.0;12.13;47.4
2025-11-08T21:44:18.941Z;14.03;22.79;38.95;10.59;23.77;46.46;35.93
2025-11-09T00:44:18.941Z;24.71;46.58;0.1;47.66;36.49;0.83;24.27
2025-11-09T03:44:18.941Z;13.27;13.96;2.86;30.49;41.7;14.07;36.44
2025-11-09T06:44:18.941Z;24.34;35.13;11.26;26.19;9.52;3.83;40.92
2025-11-09T09:44:18.941Z;12.8;48.56;30.94;25.14;4.45;47.04;39.75
2025-11-09T12:44:18.941Z;12.58;10.64;37.65;31.16;36.63;42.31;30.02
2025-11-09T15:44:18.941Z;16.61;6.55;3.24;36.59;28.43;30.96;39.91
2025-11-09T18:44:18.941Z;20.05;36.98;28.52;39.95;40.77;48.57;37.76
2025-11-09T21:44:18.941Z;20.78;18.44;11.82;40.38;0.31;0.27;26.94
2025-11-10T00:44:18.941Z;18.59;0.74;31.19;11.75;21.89;13.18;15.53
2025-11-10T03:44:18.941Z;19.21;30.82;46.67;22.77;3.36;40.88;44.79
2025-11-10T06:44:18.941Z;21.67;26.14;3.91;30.56;26.03;28.8;16.45
2025-11-10T09:44:18.941Z;15.48;7.96;6.46;32.6;40.87;43.56;46.98
2025-11-10T12:44:18.941Z;18.91;22.15;43.97;21.86;37.61;6.64;25.36
2025-11-10T15:44:18.941Z;17.59;11.31;8.04;0.89;31.01;5.5;41.7
2025-11-10T18:44:18.941Z;13.62;45.94;25.85;44.3;15.78;42.02;5.43
2025-11-10T21:44:18.941Z;24.75;29.24;45.97;14.46;15.91;37.01;46.59
2025-11-11T00:44:18.941Z;10.64;42.8;29.43;19.73;45.03;13.72;28.13
2025-11-11T03:44:18.941Z;22.56;4.33;41.2;49.19;17.35;25.07;41.25
2025-11-11T06:44:18.941Z;17.32;18.71;16.57;44.61;3.04;33.8;39.39
2025-11-11T09:44:18.941Z;21.93;4.32;37.68;42.97;17.23;24.03;1.87
2025-11-11T12:44:18.941Z;13.71;35.75;47.97;30.41;39.18;18.6;1.11
2025-11-11T15:44:18.941Z;18.01;38.55;7.28;46.72;6.74;3.03;40.01
2025-11-11T18:44:18.941Z;12.15;28.6;44.53;43.16;33.7;5.51;11.51
2025-11-11T21:44:18.941Z;21.63;8.57;11.77;21.97;0.6;25.63;11.1
2025-11-12T00:44:18.941Z;15.99;34.36;13.93;5.57;23.27;11.66;2.03
2025-11-12T03:44:18.941Z;11.03;16.06;32.1;30.03;23.9;43.69;23.59
2025-11-12T06:44:18.941Z;23.78;49.24;10.33;43.97;5.23;20.0;45.37
2025-11-12T09:44:18.941Z;17.63;33.37;22.41;16.91;30.12;23.85;19.27
2025-11-12T12:44:18.941Z;24.23;32.68;3.7;47.99;5.65;3.42;34.88
2025-11-12T15:44:18.941Z;23.27;16.03;7.04;19.39;10.5;29.91;35.78
2025-11-12T18:44:18.941Z;23.06;0.54;7.47;19.64;7.06;33.3;34.69
2025-11-12T21:44:18.941Z;20.5;33.7;40.42;39.03;35.71;27.64;40.44
2025-11-13T00:44:18.941Z;24.25;7.11;42.27;21.22;15.17;32.01;19.78
2025-11-13T03:44:18.941Z;12.79;9.21;41.49;11.76;32.89;37.1;10.15
2025-11-13T06:44:18.941Z;18.51;35.78;28.08;17.51;31.62;25.76;3.19
2025-11-13T09:44:18.941Z;21.08;32.27;18.48;2.14;12.18;26.37;28.79
2025-11-13T12:44:18.941Z;24.0;8.53;6.68;3.23;24.73;2.79;24.34
2025-11-13T15:44:18.941Z;14.48;17.27;27.74;14.91;4.49;48.44;43.02
2025-11-13T18:44:18.941Z;21.09;39.95;30.03;16.76;28.12;18.27;6.21
2025-11-13T21:44:18.941Z;11.06;32.92;38.73;29.19;13.12;33.26;37.95
2025-11-14T00:44:18.941Z;16.41;22.87;21.86;30.89;2.55;19.22;7.16
2025-11-14T03:44:18.941Z;18.28;34.87;48.05;41.08;37.21;0.3;36.23
2025-11-14T06:44:18.941Z;15.31;30.95;41.16;6.38;27.2;2.43;3.97
2025-11-14T09:44:18.941Z;13.04;1.51;13.31;46.19;24.46;44.78;47.01
2025-11-14T12:44:18.941Z;10.58;35.03;31.84;26.32;24.47;49.74;37.65
2025-11-14T15:44:18.941Z;17.85;32.34;37.13;43.85;43.47;9.22;43.31
2025-11-14T18:44:18.941Z;16.06;3.7;36.56;39.76;25.35;13.75;47.43
2025-11-14T21:44:18.941Z;12.88;28.37;0.11;32.27;43.87;3.27;29.69
2025-11-15T00:44:18.941Z;14.39;11.68;16.82;0.98;19.66;1.71;44.21
2025-11-15T03:44:18.941Z;20.85;29.24;27.01;5.0;1.04;31.49;9.65
2025-11-15T06:44:18.941Z;20.84;46.53;4.98;7.12;20.97;23.98;15.59
2025-11-15T09:44:18.941Z;11.83;19.08;37.41;10.06;10.01;21.01;13.33
2025-11-15T12:44:18.941Z;14.29;22.42;36.87;10.0;49.3;37.82;15.12
2025-11-15T15:44:18.941Z;21.34;33.95;29.42;6.64;38.08;25.35;34.47
2025-11-15T18:44:18.941Z;24.98;14.95;16.0;2.8;46.01;44.66;30.29
2025-11-15T21:44:18.941Z;13.13;40.7;23.71;18.81;43.48;42.94;38.35
2025-11-16T00:44:18.941Z;13.89;27.44;20.46;33.01;22.84;18.67;27.44
2025-11-16T03:44:18.941Z;24.95;41.31;13.7;10.39;36.22;0.96;3.86
2025-11-16T06:44:18.941Z;18.89;45.1;36.93;5.88;14.95;5.23;42.55
2025-11-16T09:44:18.941Z;21.4;1.47;10.39;1.91;1.72;2.87;49.91
2025-11-16T12:44:18.941Z;18.58;17.07;23.09;24.23;19.65;46.5;25.19
2025-11-16T15:44:18.941Z;16.79;48.97;2.79;23.78;37.25;7.96;27.32
2025-11-16T18:44:18.941Z;16.29;45.46;8.21;4.92;11.61;35.26;33.48
2025-11-16T21:44:18.941Z;24.84;21.26;13.17;6.06;45.29;9.31;3.18
2025-11-17T00:44:18.941Z;10.07;4.02;7.14;4.18;39.01;45.72;5.17
2025-11-17T03:44:18.941Z;22.79;36.59;38.07;34.53;2.31;43.56;22.15
2025-11-17T06:44:18.941Z;11.23;21.61;38.19;17.59;39.37;13.77;32.12
2025-11-17T09:44:18.941Z;22.08;45.39;46.16;31.56;18.08;15.33;4.48
2025-11-17T12:44:18.941Z;22.61;29.46;31.24;10.46;17.37;47.05;12.78
2025-11-17T15:44:18.941Z;16.59;36.43;34.3;14.5;29.27;34.32;16.73
2025-11-17T18:44:18.941Z;19.55;21.52;45.77;39.73;18.06;46.91;19.45
2025-11-17T21:44:18.941Z;20.01;4.45;23.13;30.47;20.47;2.74;48.11
2025-11-18T00:44:18.941Z;19.43;48.65;42.04;31.81;0.84;25.91;20.36
2025-11-18T03:44:18.941Z;17.53;25.59;3.6;25.95;48.04;25.23;3.07
2025-11-18T06:44:18.941Z;17.1;45.07;0.8;19.04;20.22;1.99;4.94
2025-11-18T09:44:18.941Z;12.39;9.66;45.17;38.82;37.58;42.15;41.1
2025-11-18T12:44:18.941Z;15.3;15.39;40.25;8.52;31.85;29.74;23.18
2025-11-18T15:44:18.941Z;10.88;20.28;44.16;13.9;24.97;36.38;18.63
2025-11-18T18:44:18.941Z;19.12;41.49;38.98;1.9;8.68;6.54;2.11
2025-11-18T21:44:18.941Z;12.65;29.91;47.54;32.96;12.43;39.12;24.82
2025-11-19T00:44:18.941Z;15.25;6.88;1.17;25.39;12.81;27.46;6.52
2025-11-19T03:44:18.941Z;22.37;11.89;48.95;29.8;10.17;3.99;49.19
2025-11-19T06:44:18.941Z;15.26;35.62;40.25;6.35;45.23;43.44;17.79
2025-11-19T09:44:18.941Z;16.07;13.59;3.2;46.31;43.63;2.32;34.45
2025-11-19T12:44:18.941Z;10.19;24.01;4.33;47.69;37.99;46.73;11.96
2025-11-19T15:44:18.941Z;19.77;38.14;12.31;24.33;9.85;33.04;0.23
2025-11-19T18:44:18.941Z;18.42;21.72;32.93;40.48;3.64;36.94;37.68
2025-11-19T21:44:18.941Z;17.88;13.88;1.36;12.91;24.24;34.0;45.35
2025-11-20T00:44:18.941Z;13.24;41.05;9.04;37.37;4.87;7.28;20.33
2025-11-20T03:44:18.941Z;24.24;8.28;18.27;3.23;0.86;47.51;8.28
2025-11-20T06:44:18.941Z;16.5;36.32;36.33;7.88;21.48;6.85;27.66
2025-11-20T09:44:18.941Z;18.03;41.34;46.22;6.18;12.57;16.62;22.18
2025-11-20T12:44:18.941Z;16.54;44.8;40.14;17.84;0.35;34.18;31.4
2025-11-20T15:44:18.941Z;22.86;7.17;20.28;3.57;30.62;19.89;8.96
2025-11-20T18:44:18.941Z;20.04;23.66;36.83;17.25;0.07;5.14;36.86
2025-11-20T21:44:18.941Z;21.79;16.16;33.28;0.64;19.03;30.51;41.65
2025-11-21T00:44:18.941Z;15.27;6.78;19.58;29.66;26.99;35.73;21.77
2025-11-21T03:44:18.941Z;13.26;25.13;3.35;34.34;18.85;1.61;40.63
2025-11-21T06:44:18.941Z;22.74;19.33;43.79;27.36;26.38;33.69;20.4
2025-11-21T09:44:18.941Z;15.12;32.45;36.93;27.54;28.9;43.4;24.69
2025-11-21T12:44:18.941Z;12.24;8.23;25.45;11.71;27.05;42.25;29.32
2025-11-21T15:44:18.941Z;20.64;0.98;25.66;39.43;1.64;9.08;3.3
2025-11-21T18:44:18.941Z;11.51;17.1;42.61;20.24;18.91;29.21;25.46
2025-11-21T21:44:18.941Z;23.13;10.1;21.39;28.86;3.62;5.08;35.59
2025-11-22T00:44:18.941Z;19.18;17.13;17.69;10.66;15.23;34.37;39.55
2025-11-22T03:44:18.941Z;14.32;12.47;36.3;10.81;44.38;30.87;8.01
2025-11-22T06:44:18.941Z;19.64;3.82;35.02;1.52;10.18;4.69;26.69
2025-11-22T09:44:18.941Z;23.14;16.51;49.95;48.56;46.59;4.99;24.36
2025-11-22T12:44:18.941Z;12.0;44.21;1.03;49.28;49.31;11.56;9.61
2025-11-22T15:44:18.941Z;24.12;5.7;9.5;33.21;21.22;3.29;44.04
2025-11-22T18:44:18.941Z;13.43;45.17;17.02;30.67;18.02;39.95;31.67
2025-11-22T21:44:18.941Z;15.12;28.85;44.43;19.75;15.15;27.44;49.1
2025-11-23T00:44:18.941Z;23.78;6.53;10.27;41.65;29.11;14.12;6.1
2025-11-23T03:44:18.941Z;18.89;32.56;25.95;22.2;45.62;26.23;8.14
2025-11-23T06:44:18.941Z;22.64;0.81;33.7;33.47;46.13;43.88;9.07
2025-11-23T09:44:18.941Z;16.3;40.47;39.53;23.54;0.48;28.19;44.97
2025-11-23T12:44:18.941Z;21.11;15.01;7.1;36.88;7.79;19.37;11.64
2025-11-23T15:44:18.941Z;10.08;41.28;32.52;18.76;2.43;37.02;42.93
2025-11-23T18:44:18.941Z;12.88;46.44;39.22;40.37;1.24;20.2;32.73
2025-11-23T21:44:18.941Z;19.18;1.55;8.65;30.59;32.14;36.4;33.98
2025-11-24T00:44:18.941Z;20.89;16.37;17.41;48.61;17.27;31.48;25.28
2025-11-24T03:44:18.941Z;23.39;9.25;21.73;17.17;13.69;31.47;16.82
2025-11-24T06:44:18.941Z;24.51;43.77;48.07;0.74;37.46;40.84;39.63
2025-11-24T09:44:18.941Z;15.67;13.93;6.09;27.5;34.34;14.01;20.85
2025-11-24T12:44:18.941Z;12.3;9.35;33.82;32.82;4.32;16.99;24.28
2025-11-24T15:44:18.941Z;18.94;36.09;32.0;14.25;26.99;33.6;14.14
2025-11-24T18:44:18.941Z;12.13;33.12;45.92;26.96;31.77;40.4;35.02
2025-11-24T21:44:18.941Z;20.54;1.46;12.15;46.74;36.58;0.29;33.05
2025-11-25T00:44:18.941Z;20.69;27.84;13.47;14.33;21.49;47.97;17.92
2025-11-25T03:44:18.941Z;21.62;37.85;26.15;20.49;2.95;8.99;41.01
2025-11-25T06:44:18.941Z;20.8;6.18;18.03;5.65;0.21;29.77;20.82
2025-11-25T09:44:18.941Z;15.1;36.84;5.27;3.68;19.06;4.19;33.05
2025-11-25T12:44:18.941Z;23.66;34.3;48.31;46.08;17.63;8.24;43.79
2025-11-25T15:44:18.941Z;17.36;48.93;18.91;45.57;14.56;43.34;16.91
2025-11-25T18:44:18.941Z;14.25;36.61;35.88;33.17;46.78;7.96;42.15
2025-11-25T21:44:18.941Z;20.08;31.33;27.68;0.34;12.51;27.35;11.83
2025-11-26T00:44:18.941Z;23.34;33.09;10.67;41.49;2.83;25.43;6.16
2025-11-26T03:44:18.941Z;13.04;35.32;46.8;22.84;27.23;27.32;1.35
2025-11-26T06:44:18.941Z;12.31;11.65;49.44;34.11;45.41;18.04;16.03
2025-11-26T09:44:18.941Z;24.17;42.4;24.52;31.52;19.84;40.73;36.05
2025-11-26T12:44:18.941Z;15.67;9.5;11.19;26.95;17.05;39.63;0.12
2025-11-26T15:44:18.941Z;13.16;28.62;28.1;38.43;38.86;15.53;23.88
2025-11-26T18:44:18.941Z;24.64;9.65;7.07;19.89;5.92;19.0;37.37
2025-11-26T21:44:18.941Z;24.28;18.66;15.43;5.79;0.11;7.27;49.65
2025-11-27T00:44:18.941Z;11.64;8.57;43.27;18.48;10.06;36.16;48.81
2025-11-27T03:44:18.941Z;23.71;14.22;15.34;43.12;46.24;41.1;33.56
2025-11-27T06:44:18.941Z;22.29;18.13;7.89;48.26;25.75;0.95;33.4
2025-11-27T09:44:18.941Z;18.78;34.84;30.22;17.77;47.23;16.55;18.61
2025-11-27T12:44:18.941Z;16.75;47.64;18.11;49.42;27.68;15.61;3.01
2025-11-27T15:44:18.941Z;21.13;1.94;20.23;14.87;47.78;35.91;6.97
2025-11-27T18:44:18.941Z;14.97;31.17;5.02;21.44;18.2;50.0;25.83
2025-11-27T21:44:18.941Z;12.82;38.93;34.9;6.23;26.8;31.59;35.03
2025-11-28T00:44:18.941Z;11.32;1.27;47.19;36.13;18.75;15.62;49.96
2025-11-28T03:44:18.941Z;16.63;14.83;29.59;33.79;30.33;19.11;2.92
2025-11-28T06:44:18.941Z;17.31;17.85;20.02;24.65;47.48;48.17;25.41
2025-11-28T09:44:18.941Z;17.54;49.85;8.85;36.06;46.59;33.7;10.64
2025-11-28T12:44:18.941Z;10.79;17.84;47.85;23.93;24.13;48.09;25.04
2025-11-28T15:44:18.941Z;12.41;47.11;10.98;15.5;4.46;11.59;18.78
2025-11-28T18:44:18.941Z;19.56;11.69;40.99;9.89;30.08;4.17;46.2
2025-11-28T21:44:18.941Z;17.73;37.09;11.33;16.47;11.04;48.39;7.11
2025-11-29T00:44:18.941Z;14.16;5.24;35.02;42.22;30.12;3.73;3.39
2025-11-29T03:44:18.941Z;21.46;46.78;0.32;47.91;10.65;39.03;20.85
2025-11-29T06:44:18.941Z;18.81;22.26;19.16;36.14;34.43;4.21;10.69
2025-11-29T09:44:18.941Z;18.39;18.01;28.99;43.69;24.33;25.89;0.24
2025-11-29T12:44:18.941Z;22.35;2.55;32.81;36.4;10.31;37.57;4.33
2025-11-29T15:44:18.941Z;20.18;4.79;22.65;40.58;27.27;13.62;45.29
2025-11-29T18:44:18.941Z;20.5;24.53;29.88;49.45;29.26;33.15;16.68
2025-11-29T21:44:18.941Z;12.86;41.11;21.26;7.49;23.07;22.17;38.06
2025-11-30T00:44:18.941Z;13.04;36.72;23.25;7.45;41.19;20.11;37.72
2025-11-30T03:44:18.941Z;20.61;8.63;36.05;36.1;20.49;2.83;48.13
2025-11-30T06:44:18.941Z;12.4;49.27;4.57;47.3;14.79;46.94;38.51
2025-11-30T09:44:18.941Z;21.49;19.25;41.18;28.42;27.69;10.59;6.53
2025-11-30T12:44:18.941Z;15.69;1.28;49.88;7.33;10.9;40.79;19.58
2025-11-30T15:44:18.941Z;13.6;35.58;8.22;17.32;19.98;34.26;0.06
2025-11-30T18:44:18.941Z;15.28;21.48;38.97;11.2;19.45;47.59;13.76
2025-11-30T21:44:18.941Z;15.78;17.27;14.68;19.44;5.08;36.08;43.2
2025-12-01T00:44:18.941Z;21.66;19.43;18.98;9.69;34.26;19.7;44.21
2025-12-01T03:44:18.941Z;14.23;10.05;40.85;6.23;39.21;24.38;39.42
2025-12-01T06:44:18.941Z;23.18;4.42;12.85;5.77;32.4;12.75;27.16
2025-12-01T09:44:18.941Z;20.57;3.28;23.9;39.39;31.48;40.27;0.4
2025-12-01T12:44:18.941Z;23.14;11.0;32.06;33.46;2.7;9.55;16.76
2025-12-01T15:44:18.941Z;12.32;37.5;7.12;40.41;36.96;13.24;5.95
2025-12-01T18:44:18.941Z;24.46;3.47;10.79;23.33;29.9;12.15;39.69
2025-12-01T21:44:18.941Z;12.24;46.64;6.42;43.67;36.78;10.03;36.03
2025-12-02T00:44:18.941Z;18.43;26.59;41.31;8.89;15.87;35.43;38.03
2025-12-02T03:44:18.941Z;21.49;29.09;43.25;14.68;26.46;21.29;31.6
2025-12-02T06:44:18.941Z;20.07;14.61;14.33;16.44;37.47;44.89;1.89
2025-12-02T09:44:18.941Z;23.02;29.42;16.9;27.95;21.65;38.12;20.86
2025-12-02T12:44:18.941Z;10.85;35.06;36.86;2.08;22.66;9.06;12.01
2025-12-02T15:44:18.941Z;21.71;47.01;46.92;49.32;7.56;15.27;29.87
2025-12-02T18:44:18.941Z;16.9;25.35;44.13;37.49;6.89;45.66;2.28
2025-12-02T21:44:18.941Z;16.74;29.37;7.04;14.2;33.2;6.64;47.75
2025-12-03T00:44:18.941Z;13.85;3.21;8.69;11.84;5.28;30.36;4.62
2025-12-03T03:44:18.941Z;13.71;20.88;2.57;32.53;2.56;38.4;1.98
2025-12-03T06:44:18.941Z;10.6;33.79;46.3;33.57;47.95;11.29;36.73
2025-12-03T09:44:18.941Z;23.02;40.84;18.48;36.73;14.63;25.37;47.52
2025-12-03T12:44:18.941Z;11.81;15.78;49.67;43.19;24.06;47.14;18.46
2025-12-03T15:44:18.941Z;20.32;10.53;26.13;27.4;35.43;38.63;15.65
2025-12-03T18:44:18.941Z;24.89;7.06;37.93;44.3;28.73;18.53;29.23
2025-12-03T21:44:18.941Z;23.01;32.71;37.49;47.78;39.0;37.5;46.6
2025-12-04T00:44:18.941Z;17.46;28.51;15.18;39.7;46.45;41.75;14.48
2025-12-04T03:44:18.941Z;18.83;39.13;10.74;34.17;32.64;28.78;3.77
2025-12-04T06:44:18.941Z;24.56;25.75;38.04;28.23;43.9;35.44;5.11
2025-12-04T09:44:18.941Z;12.06;23.09;1.67;27.89;43.02;24.61;27.71
2025-12-04T12:44:18.941Z;11.81;20.13;35.48;14.44;12.75;28.12;24.37
2025-12-04T15:44:18.941Z;15.37;27.23;10.16;5.16;4.91;28.74;26.59
2025-12-04T18:44:18.941Z;23.94;17.65;23.71;36.16;35.01;2.06;49.63
2025-12-04T21:44:18.941Z;19.41;33.26;22.57;5.1;33.11;45.76;16.06
2025-12-05T00:44:18.941Z;17.73;48.22;23.51;17.16;45.17;25.54;12.8
2025-12-05T03:44:18.941Z;23.02;21.71;18.7;45.61;7.15;25.56;45.85
2025-12-05T06:44:18.941Z;10.33;31.21;12.38;9.61;21.99;28.78;14.24
2025-12-05T09:44:18.941Z;16.02;1.26;27.5;17.04;38.2;36.5;37.16
2025-12-05T12:44:18.941Z;13.78;49.72;39.52;15.1;28.65;37.06;4.16
2025-12-05T15:44:18.941Z;23.09;8.09;8.28;3.13;18.46;45.41;1.99
2025-12-05T18:44:18.941Z;18.6;25.8;7.52;13.42;1.52;22.71;28.05
2025-12-05T21:44:18.941Z;17.28;3.41;38.72;25.48;25.78;19.77;25.51
2025-12-06T00:44:18.941Z;20.65;24.88;32.45;2.38;31.21;29.38;8.81
2025-12-06T03:44:18.941Z;23.9;41.88;12.52;41.83;13.83;35.59;9.41
2025-12-06T06:44:18.941Z;22.97;26.01;16.1;20.37;31.21;49.42;47.88
2025-12-06T09:44:18.941Z;17.59;10.23;39.67;0.17;21.75;9.61;40.11
2025-12-06T12:44:18.941Z;12.7;9.46;19.84;18.89;15.41;12.56;28.48
2025-12-06T15:44:18.941Z;13.91;17.67;35.17;17.4;4.88;32.48;5.11
2025-12-06T18:44:18.941Z;16.42;21.32;21.0;6.64;6.05;45.67;38.69
2025-12-06T21:44:18.941Z;13.25;1.03;8.08;36.79;29.71;41.87;25.59
2025-12-07T00:44:18.941Z;19.28;43.04;43.65;43.23;35.85;10.47;45.9
2025-12-07T03:44:18.941Z;24.62;7.46;14.12;9.87;25.34;19.89;8.7
2025-12-07T06:44:18.941Z;22.39;2.93;20.88;5.86;32.58;40.76;22.14
2025-12-07T09:44:18.941Z;15.06;24.11;36.28;30.51;23.61;48.25;36.78
2025-12-07T12:44:18.941Z;13.54;5.78;7.27;24.69;36.68;15.42;20.87
2025-12-07T15:44:18.941Z;24.72;9.08;27.21;45.78;44.78;7.7;1.29
2025-12-07T18:44:18.941Z;19.18;45.8;24.98;30.62;38.36;20.17;17.88
2025-12-07T21:44:18.941Z;13.02;26.62;21.35;18.14;49.5;6.65;31.9
2025-12-08T00:44:18.941Z;17.61;14.51;18.68;38.62;41.4;37.09;9.45
2025-12-08T03:44:18.941Z;16.42;16.38;16.28;6.36;21.9;43.7;5.77
2025-12-08T06:44:18.941Z;23.3;9.44;34.77;31.29;24.68;17.41;6.29
2025-12-08T09:44:18.941Z;17.04;25.24;28.28;28.26;45.85;5.66;49.27
2025-12-08T12:44:18.941Z;18.6;30.15;8.12;26.83;7.6;22.22;44.4
2025-12-08T15:44:18.941Z;16.65;24.57;20.54;29.93;11.45;37.76;41.67
2025-12-08T18:44:18.941Z;12.08;46.35;48.33;18.98;37.68;24.04;27.78
2025-12-08T21:44:18.941Z;18.92;8.29;12.75;2.55;28.93;34.66;17.43
2025-12-09T00:44:18.941Z;19.32;24.58;11.64;0.11;8.92;32.22;35.76
2025-12-09T03:44:18.941Z;12.67;0.41;15.67;7.92;31.74;20.04;8.39
2025-12-09T06:44:18.941Z;21.09;27.76;13.76;29.17;27.79;23.17;36.45
2025-12-09T09:44:18.941Z;11.27;42.39;27.46;34.43;20.99;37.9;7.41
2025-12-09T12:44:18.941Z;13.62;15.61;0.62;21.26;4.9;6.27;40.09
2025-12-09T15:44:18.941Z;10.99;10.35;0.92;32.94;22.22;48.65;12.54
2025-12-09T18:44:18.941Z;14.36;36.91;10.25;25.68;12.4;18.63;35.85
2025-12-09T21:44:18.941Z;23.97;35.52;43.4;33.96;32.84;34.56;46.97
2025-12-10T00:44:18.941Z;18.35;9.03;11.22;16.17;46.14;23.92;35.44
2025-12-10T03:44:18.941Z;24.28;42.91;13.16;33.94;15.47;19.86;24.14
2025-12-10T06:44:18.941Z;15.51;43.99;40.24;19.49;27.62;6.0;18.57
2025-12-10T09:44:18.941Z;21.21;36.77;46.92;44.34;45.67;41.95;34.67
2025-12-10T12:44:18.941Z;13.92;6.35;13.32;19.42;42.4;2.08;31.85
2025-12-10T15:44:18.941Z;10.43;5.17;44.36;49.75;38.91;42.34;39.62
2025-12-10T18:44:18.941Z;11.94;15.01;1.32;28.96;40.33;10.17;47.42
2025-12-10T21:44:18.941Z;23.92;27.67;21.63;33.36;47.66;37.14;34.53
2025-12-11T00:44:18.941Z;24.91;44.75;45.66;37.78;49.79;41.63;3.09
2025-12-11T03:44:18.941Z;20.23;4.6;41.91;20.85;18.08;12.34;25.16
2025-12-11T06:44:18.941Z;23.67;35.19;2.29;21.02;42.47;31.8;43.5
2025-12-11T09:44:18.941Z;22.38;1.95;19.28;28.74;48.1;45.33;44.34
2025-12-11T12:44:18.941Z;11.8;37.76;24.72;8.15;41.33;14.02;29.23
2025-12-11T15:44:18.941Z;23.14;23.77;10.01;11.83;45.63;1.03;48.18
2025-12-11T18:44:18.941Z;24.27;44.06;38.07;32.08;25.31;6.91;29.92
2025-12-11T21:44:18.941Z;20.09;47.09;28.73;17.08;4.82;3.3;41.66
2025-12-12T00:44:18.941Z;19.09;45.39;34.53;38.77;42.35;11.26;48.66
2025-12-12T03:44:18.941Z;24.77;6.07;5.55;47.2;48.4;12.97;40.73
2025-12-12T06:44:18.941Z;16.83;39.73;46.08;10.06;35.77;8.43;33.74
2025-12-12T09:44:18.941Z;14.0;13.97;29.51;48.06;6.7;0.61;16.79
2025-12-12T12:44:18.941Z;11.51;34.33;47.73;42.44;38.58;45.52;38.55
2025-12-12T15:44:18.941Z;14.13;23.49;12.61;42.17;2.98;28.89;6.89
2025-12-12T18:44:18.941Z;23.92;16.97;40.66;5.17;3.8;46.46;42.84
2025-12-12T21:44:18.941Z;16.66;34.15;37.24;32.58;1.66;41.6;13.35
2025-12-13T00:44:18.941Z;18.1;19.06;44.19;13.27;22.66;15.58;25.79
2025-12-13T03:44:18.941Z;16.36;31.21;0.09;5.94;40.99;34.63;17.2
2025-12-13T06:44:18.941Z;19.94;1.19;13.8;10.11;32.81;29.83;7.42
2025-12-13T09:44:18.941Z;22.78;33.71;25.02;48.48;23.39;28.9;23.32
2025-12-13T12:44:18.941Z;20.69;18.83;38.39;38.37;9.77;4.43;41.32
2025-12-13T15:44:18.941Z;21.6;20.2;0.71;22.83;15.61;5.83;27.85
2025-12-13T18:44:18.941Z;13.77;16.1;19.5;17.42;37.88;1.91;29.34
2025-12-13T21:44:18.941Z;21.89;40.82;19.91;29.81;13.5;49.65;32.38
2025-12-14T00:44:18.941Z;17.56;25.71;2.62;3.12;45.39;11.7;35.83
2025-12-14T03:44:18.941Z;14.82;34.67;33.75;44.3;49.12;31.83;43.39
2025-12-14T06:44:18.941Z;23.28;11.9;44.1;13.98;35.61;29.34;22.66
